"id","performer","song","genre","track_duration","track_explicit","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
33073,"Shirley Ellis","(That's) What The Nitty Gritty Is","['northern soul']",154760,FALSE,0.6,0.912,1,-4.781,1,0.181,0.133,0,0.48,0.824,128.767,4
57893,"The Irish Rovers","(The Puppet Song) Whiskey On A Sunday","['canadian celtic', 'celtic', 'irish folk', 'irish pub song']",160800,FALSE,0.692,0.447,4,-10.839,1,0.0323,0.587,0,0.109,0.557,121.961,4
48302,"Jimmy Smith","(Theme From) Any Number Can Win","['bebop', 'contemporary post-bop', 'cool jazz', 'hammond organ', 'hard bop', 'jazz', 'jazz blues', 'jazz funk', 'jazz organ', 'soul jazz']",131573,FALSE,0.689,0.89,0,-6.274,1,0.03,0.655,0.883,0.368,0.963,97.863,4
36754,"Andy Williams","(Where Do I Begin) Love Story","['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",189066,FALSE,0.259,0.473,6,-10.187,1,0.0324,0.512,1.5e-06,0.4,0.232,84.897,4
28195,"The Miracles","(You Can't Let The Boy Overpower) The Man In You","['adult standards', 'brill building pop', 'classic soul', 'funk', 'motown', 'quiet storm', 'rock-and-roll', 'soul', 'southern soul']",175893,FALSE,0.393,0.518,7,-8.026,1,0.0403,0.422,0,0.192,0.716,140.742,3
49939,"Seduction","(You're My One And Only) True Love","['freestyle']",230266,FALSE,0.665,0.64,10,-12.175,0,0.052,0.0166,0.00167,0.0636,0.672,104.378,4
45720,"Mitch Ryder","(You've Got) Personality And Chantilly Lace","[]",223133,FALSE,0.529,0.88,5,-8.782,1,0.0823,0.0883,0.000394,0.342,0.784,133.742,4
46977,"Lil Yachty","1 Night","['atl hip hop', 'hip hop', 'melodic rap', 'pop rap', 'rap', 'southern hip hop', 'trap', 'underground hip hop']",243269,TRUE,0.762,0.476,0,-12.686,1,0.114,0.366,0,0.103,0.375,130.007,4
26219,"Meek Mill","1942 Flows","['hip hop', 'philly rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",282666,TRUE,0.63,0.628,2,-4.016,1,0.327,0.0515,0,0.091,0.266,121.307,5
22208,"Jason Aldean","1994","['contemporary country', 'country', 'country road']",242680,FALSE,0.598,0.777,11,-6.676,0,0.0396,0.183,0,0.111,0.821,159.942,4
58931,"Spice Girls","2 Become 1","['dance pop', 'europop', 'girl group', 'pop', 'pop rock']",241026,FALSE,0.646,0.665,6,-7.878,1,0.0268,0.326,1.97e-05,0.238,0.7,143.966,4
40714,"Justin Bieber","2 Much","['canadian pop', 'pop', 'post-teen pop']",152796,FALSE,0.583,0.444,9,-8.601,1,0.0456,0.593,0,0.353,0.167,119.59,4
50059,"Tinashe Featuring ScHoolboy Q","2 On","['alternative r&b', 'dance pop', 'deep pop r&b', 'electropop', 'hip pop', 'metropopolis', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",227000,TRUE,0.742,0.595,9,-7.51,1,0.107,0.15,0,0.111,0.431,101.013,4
31045,"Trey Songz Featuring T.I.","2 Reasons","['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",197626,TRUE,0.734,0.746,11,-5.088,1,0.0762,0.00135,0,0.178,0.539,94.033,4
27885,"Green Day","21 Guns","['modern rock', 'permanent wave', 'punk']",321093,FALSE,0.268,0.742,5,-4.939,1,0.0355,0.0518,0,0.626,0.416,159.779,4
32262,"Taylor Swift","22","['pop', 'post-teen pop']",230133,FALSE,0.664,0.739,7,-6.539,1,0.0377,0.0027,0.00273,0.0742,0.703,104.012,4
36359,"Chicago","25 Or 6 To 4","['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",289800,FALSE,0.604,0.905,4,-7.059,0,0.0578,0.309,0.0632,0.0837,0.723,147.448,4
21702,"Lil Wayne","3 Peat","['hip hop', 'new orleans rap', 'pop rap', 'rap', 'trap']",199426,TRUE,0.616,0.632,6,-7.562,0,0.386,0.00114,0,0.0844,0.47,79.811,4
34979,"Brian Hyland","3000 Miles","['adult standards', 'brill building pop', 'bubblegum pop', 'doo-wop', 'folk rock', 'merseybeat', 'rock-and-roll', 'rockabilly']",161333,FALSE,0.548,0.659,0,-9.837,1,0.0491,0.71,0,0.305,0.722,119.618,4
39662,"Future","31 Days","['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",240682,TRUE,0.875,0.644,1,-6.554,1,0.222,0.267,0,0.125,0.788,139.086,4
36256,"Alana Davis","32 Flavors","['ectofolk', 'lilith']",227306,FALSE,0.659,0.702,2,-9.255,1,0.0308,0.11,0.000136,0.365,0.402,94.28,4
47381,"The Pixies Three","442 Glenwood Avenue","['classic girl group']",134640,FALSE,0.674,0.584,0,-12.91,1,0.0367,0.723,0,0.0719,0.961,131.237,4
34351,"The Byrds","5 D (Fifth Dimension)","['album rock', 'art rock', 'blues rock', 'brill building pop', 'bubblegum pop', 'classic rock', 'cosmic american', 'country rock', 'folk', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'roots rock', 'soft rock', 'traditional folk']",154640,FALSE,0.212,0.518,2,-11.186,1,0.042,0.667,0,0.341,0.52,175.538,3
54799,"Paul Simon","50 Ways To Leave Your Lover","['classic rock', 'folk', 'folk rock', 'mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",217346,FALSE,0.815,0.372,7,-12.814,1,0.0752,0.166,0.000116,0.0767,0.293,101.684,4
46752,"Drake","6 God","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",180666,TRUE,0.857,0.639,2,-8.622,1,0.128,0.0239,0,0.121,0.477,105.504,4
26826,"Drake","6 Man","['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap', 'toronto rap']",167653,TRUE,0.798,0.529,8,-9.288,1,0.482,0.227,0,0.114,0.368,78.967,4
23831,"LL Cool J","6 Minutes Of Pleasure","['east coast hip hop', 'hardcore hip hop', 'hip hop', 'hip pop', 'old school hip hop', 'pop rap', 'queens hip hop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",274053,FALSE,0.596,0.671,10,-10.859,0,0.15,0.0148,0.221,0.109,0.89,200.121,4
24594,"Blaque","808","[]",306693,FALSE,0.867,0.42,1,-9.478,1,0.167,0.00328,3.18e-06,0.0887,0.367,121.66,4
46637,"Rick Ross Featuring Lil Wayne Or T.I.","9 Piece","['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",239986,TRUE,0.684,0.647,11,-6.777,1,0.285,0.00266,0,0.309,0.179,145.156,4
51309,"? (Question Mark) & The Mysterians","96 Tears","['chicano punk', 'classic garage rock', 'freakbeat', 'protopunk', 'psychedelic rock']",176866,FALSE,0.65,0.562,7,-5.965,1,0.0345,0.0624,3.21e-05,0.076,0.882,123.674,4
58992,"The O'Jays","992 Arguments","['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'post-disco', 'quiet storm', 'soul', 'southern soul', 'urban contemporary']",366373,FALSE,0.627,0.804,5,-11.43,0,0.0446,0.0107,5.1e-05,0.164,0.798,130.167,4
42835,"Deryl Dodd","A Bitter End","['red dirt', 'roots americana', 'texas country']",218979,FALSE,0.595,0.418,9,-8.092,1,0.0308,0.568,1.27e-05,0.116,0.25,138.069,4
42205,"James Wolpert","A Case Of You","['deep talent show']",232660,FALSE,0.613,0.229,8,-9.5,1,0.03,0.839,0,0.0997,0.502,94.109,4
36826,"Warren Zevon","A Certain Girl","['classic rock', 'country rock', 'folk', 'folk rock', 'heartland rock', 'mellow gold', 'piano rock', 'rock', 'roots rock', 'singer-songwriter', 'soft rock', 'traditional folk']",188200,FALSE,0.694,0.726,11,-12.987,1,0.0427,0.322,0,0.293,0.968,121.977,4
56050,"Sam Cooke","A Change Is Gonna Come","['adult standards', 'brill building pop', 'classic soul', 'rock-and-roll', 'soul']",191160,FALSE,0.212,0.42,10,-9.919,1,0.0344,0.76,0,0.307,0.493,169.555,3
53871,"Soul II Soul","A Dreams A Dream","['british soul', 'funk', 'hip house', 'post-disco', 'quiet storm']",338866,FALSE,0.711,0.652,6,-13.49,0,0.0447,0.0269,0.00335,0.0565,0.544,103.258,4
48540,"Andy Williams","A Fool Never Learns","['adult standards', 'brill building pop', 'easy listening', 'mellow gold']",121786,FALSE,0.542,0.706,5,-9.038,1,0.0318,0.778,1.21e-05,0.363,0.755,98.348,4
39685,"The Young Rascals","A Girl Like You","['brill building pop', 'bubblegum pop', 'folk rock', 'mellow gold', 'merseybeat', 'motown', 'psychedelic rock', 'rock-and-roll']",170313,FALSE,0.496,0.548,0,-8.613,0,0.0462,0.637,0,0.0925,0.554,137.754,4
24774,"Ramsey Lewis Trio","A Hard Day's Night","['soul jazz']",303466,FALSE,0.734,0.519,2,-14.332,1,0.0354,0.139,0.00486,0.695,0.926,125.973,4
23419,"Burl Ives","A Holly Jolly Christmas","['adult standards', 'american folk revival']",135533,FALSE,0.683,0.375,0,-13.056,1,0.0303,0.579,0,0.076,0.888,140.467,4
53019,"The Four Preps","A Letter To The Beatles","['deep adult standards', 'vocal harmony group']",171693,FALSE,0.531,0.676,7,-9.942,1,0.0412,0.73,0,0.0993,0.885,144.958,4
28371,"Jocelyn Enriquez","A Little Bit Of Ecstasy","['freestyle']",248000,FALSE,0.496,0.762,6,-7.64,0,0.0628,0.036,0.00199,0.315,0.674,130.004,4
26750,"Ronnie Dove","A Little Bit Of Heaven","['deep adult standards']",168066,FALSE,0.41,0.364,5,-10.183,1,0.0287,0.879,0.0167,0.162,0.434,90.372,4
36468,"Paul Davis","A Little Bit Of Soap","['album rock', 'bubblegum pop', 'country rock', 'folk rock', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",152760,FALSE,0.736,0.262,0,-13.234,1,0.0473,0.649,1.97e-06,0.148,0.738,126.596,4
25756,"The Jarmels","A Little Bit Of Soap","['doo-wop']",133813,FALSE,0.598,0.587,10,-7.312,0,0.106,0.258,0,0.184,0.663,137.467,4
35186,"Fall Out Boy","A Little Less Sixteen Candles, A Little More Touch Me","['emo', 'modern rock', 'pop punk']",169026,FALSE,0.542,0.898,7,-3.527,1,0.0566,0.00944,0,0.339,0.682,133.067,4
42307,"Olivia Newton-John","A Little More Love","['adult standards', 'australian dance', 'bubblegum pop', 'disco', 'mellow gold', 'new wave pop', 'soft rock']",207013,FALSE,0.719,0.418,8,-14.837,1,0.0396,0.0337,0.0132,0.0927,0.506,100.804,4
56651,"Fergie, Q-Tip & GoonRock","A Little Party Never Killed Nobody (All We Got)","['dance pop', 'pop', 'pop rap', 'post-teen pop']",240906,FALSE,0.763,0.653,5,-5.05,0,0.15,0.00876,5.46e-06,0.0854,0.477,130.025,4
38940,"Kenny Chesney","A Lot Of Things Different","['contemporary country', 'country', 'country road']",283866,FALSE,0.589,0.279,2,-13.693,1,0.0285,0.129,0.0192,0.149,0.212,74.847,4
43284,"Kenny Rogers","A Love Song","['adult standards', 'classic country pop', 'country', 'mellow gold', 'nashville sound', 'soft rock']",197706,FALSE,0.411,0.182,1,-18.777,1,0.0333,0.787,5.97e-05,0.14,0.18,173.201,4
54872,"Kelly Clarkson","A Moment Like This","['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'talent show']",228280,FALSE,0.414,0.572,8,-3.918,1,0.0311,0.163,0,0.115,0.16,145.184,4
29561,"Herman's Hermits","A Must To Avoid","['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll']",115240,FALSE,0.512,0.705,4,-5.799,1,0.0287,0.0472,0,0.172,0.88,134.934,4
55475,"Celine Dion","A New Day Has Come","['canadian pop', 'dance pop']",259773,FALSE,0.574,0.691,6,-5.103,1,0.035,0.0826,1.65e-05,0.149,0.195,91.969,4
26457,"Brenda & The Tabulations","A Part Of You","['adult standards', 'brill building pop']",208706,FALSE,0.383,0.491,5,-10.099,1,0.0266,0.621,0.00924,0.0609,0.707,167.267,3
25291,"Garnet Mimms & The Enchanters","A Quiet Place","['rhythm and blues', 'southern soul']",144306,FALSE,0.689,0.378,7,-12.22,0,0.0398,0.751,0,0.24,0.75,105.775,4
43419,"Teena Marie Featuring Gerald Levert","A Rose By Any Other Name","['classic soul', 'disco', 'funk', 'motown', 'neo soul', 'new jack swing', 'post-disco', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",327160,FALSE,0.693,0.7,6,-4.469,0,0.0591,0.75,0,0.0809,0.481,128.338,4
21785,"Lobo","A Simple Man","['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'country rock', 'folk', 'folk rock', 'mellow gold', 'soft rock']",176440,FALSE,0.785,0.704,0,-10.172,1,0.0343,0.328,5.79e-05,0.1,0.943,79.431,4
31357,"The Trumpeteers","A String Of Trumpets","['gospel singers', 'vintage gospel', 'vocal harmony group']",110266,FALSE,0.62,0.75,8,-5.203,1,0.0527,0.647,0.359,0.109,0.951,145.128,4
22929,"Bananarama","A Trick Of The Night","['dance pop', 'dance rock', 'disco', 'europop', 'girl group', 'hi-nrg', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",248573,FALSE,0.605,0.81,5,-4.956,1,0.0248,0.0861,0.000707,0.424,0.74,112.198,4
29415,"The Kinks","A Well Respected Man","['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",161586,FALSE,0.53,0.873,4,-5.105,0,0.118,0.297,0,0.0521,0.583,162.154,4
46241,"Alicia Keys","A Woman's Worth","['hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",303333,FALSE,0.667,0.41,4,-8.323,0,0.138,0.331,0,0.064,0.493,75.069,4
29452,"The Seekers","A World Of Our Own","['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'folk', 'folk rock', 'mellow gold', 'merseybeat', 'rock-and-roll', 'traditional folk']",163200,FALSE,0.599,0.511,10,-10.072,1,0.0294,0.482,2.03e-05,0.306,0.779,88.229,4
27440,"KISS","A World Without Heroes","['album rock', 'classic rock', 'glam rock', 'hard rock', 'metal', 'rock']",160666,FALSE,0.581,0.374,4,-9.415,0,0.0361,0.49,4.38e-05,0.127,0.379,115.292,4
49965,"Trey Songz","About You","['dance pop', 'pop', 'pop rap', 'r&b', 'trap', 'urban contemporary']",196899,TRUE,0.582,0.564,0,-4.066,0,0.0837,0.0959,0,0.26,0.718,204.002,4
40180,"Dion","Abraham, Martin And John","['canadian pop', 'dance pop']",200400,FALSE,0.345,0.484,4,-10.105,1,0.0358,0.371,6.37e-05,0.18,0.411,147.099,4
58522,"Buck 22 Featuring Billy Ray Cyrus","Achy Breaky 2","[]",152221,FALSE,0.654,0.726,9,-8.354,1,0.286,0.312,0,0.0603,0.94,74.009,4
59981,"Various Artists","Across The Universe","['ethiopian pop']",343493,FALSE,0.479,0.544,2,-7.343,1,0.0274,0.000567,0,0.136,0.402,148.742,4
37712,"Ludacris","Act A Fool","['atl hip hop', 'dance pop', 'dirty south rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",270733,TRUE,0.568,0.904,0,-2.497,1,0.349,0.221,0,0.22,0.799,109.331,5
38011,"Simple Plan","Addicted","['canadian pop punk', 'canadian punk', 'canadian rock', 'pop punk', 'post-grunge']",232066,FALSE,0.522,0.751,1,-5.46,1,0.0435,0.000491,2.22e-06,0.158,0.605,139.51,3
54746,"Tainy, Anuel AA & Ozuna","Adicto","['pop reggaeton']",270740,FALSE,0.734,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,4
29886,"Cashmere Cat Featuring Ariana Grande","Adore","['downtempo', 'edm', 'electronic trap', 'electropop', 'pop', 'post-teen pop', 'shiver pop']",216000,FALSE,0.331,0.614,5,-5.588,0,0.0586,0.0668,1.28e-05,0.108,0.201,139.849,4
22920,"Rick Springfield","Affair Of The Heart","['album rock', 'australian rock', 'bubblegum pop', 'classic rock', 'dance rock', 'mellow gold', 'new wave pop', 'pop rock', 'rock', 'soft rock', 'yacht rock']",226760,FALSE,0.609,0.907,9,-7.245,0,0.0433,0.0501,0,0.0964,0.378,129.077,4
31358,"Weezer","Africa","['alternative rock', 'modern rock', 'permanent wave', 'pop rock', 'post-grunge', 'rock']",238626,FALSE,0.534,0.784,8,-3.59,1,0.0339,0.205,0.00579,0.106,0.6,92.147,4
54320,"R. Dean Taylor","Ain't It A Sad Thing","['classic uk pop', 'motown', 'northern soul']",148026,FALSE,0.492,0.889,7,-3.257,1,0.0429,0.482,0.00267,0.075,0.848,172.23,4
33055,"Yung L.A. Featuring Young Dro & T.I.","Ain't I","['atl hip hop', 'dirty south rap', 'southern hip hop', 'trap']",252093,TRUE,0.665,0.826,11,-3.126,1,0.116,0.141,0,0.0926,0.541,77.504,4
56559,"Jaheim","Ain't Leavin Without You","['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",200613,FALSE,0.741,0.754,10,-5.899,0,0.247,0.151,0,0.265,0.819,98.929,4
27006,"Bobby Bland","Ain't No Telling","['blues', 'electric blues', 'soul', 'soul blues', 'southern soul']",148160,FALSE,0.531,0.56,7,-8.312,1,0.029,0.312,0.000167,0.31,0.745,110.042,4
45257,"Helen Reddy","Ain't No Way To Treat A Lady","['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'country rock', 'folk', 'mellow gold', 'soft rock']",208760,FALSE,0.49,0.319,10,-14.069,1,0.0384,0.732,2.37e-05,0.105,0.334,80.181,4
44528,"Four Tops","Ain't No Woman (Like The One I've Got)","['adult standards', 'brill building pop', 'classic soul', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",187773,FALSE,0.562,0.592,2,-9.694,0,0.0393,0.33,1.25e-05,0.0882,0.869,99.05,4
48887,"Marvin Gaye & Tammi Terrell","Ain't Nothing Like The Real Thing","['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",138533,FALSE,0.606,0.52,8,-11.312,1,0.036,0.0356,0.000628,0.354,0.765,93.449,4
28149,"David & David","Ain't So Easy","['dance pop', 'edm', 'pop']",290493,FALSE,0.66,0.652,0,-14.298,1,0.0408,0.21,0.000287,0.0697,0.844,103.857,4
23476,"Marvin Gaye","Ain't That Peculiar","['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",179693,FALSE,0.564,0.771,9,-9.346,1,0.0474,0.182,0,0.618,0.789,81.832,4
27063,"The Temptations","Ain't Too Proud To Beg","['adult standards', 'brill building pop', 'classic soul', 'funk', 'memphis soul', 'motown', 'soul']",156173,FALSE,0.763,0.656,0,-6.86,1,0.0417,0.549,0,0.125,0.926,118.394,4
54206,"Jerry Butler & Brenda Lee Eager","Ain't Understanding Mellow","['beach music', 'chicago soul', 'classic soul', 'motown', 'philly soul', 'quiet storm', 'rhythm and blues', 'soul']",260333,FALSE,0.452,0.455,4,-10.558,0,0.0283,0.577,4.67e-05,0.107,0.664,140.245,4
21871,"Jennifer Lopez","Ain't Your Mama","['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",218234,FALSE,0.757,0.678,8,-5.529,0,0.233,0.0472,9.14e-06,0.0654,0.82,120.075,4
35701,"Emilio Pericoli","Al Di La'","[]",197137,FALSE,0.32,0.301,11,-12.301,1,0.0293,0.682,0,0.123,0.217,84.918,4
22283,"Connie Francis","Al Di La","['adult standards', 'brill building pop', 'easy listening', 'lounge', 'rock-and-roll', 'rockabilly']",199773,FALSE,0.203,0.391,0,-8.146,1,0.032,0.728,3.59e-06,0.114,0.286,168.484,4
45295,"Dionne Warwick","Alfie","['adult standards', 'brill building pop', 'disco', 'lounge', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul', 'vocal jazz']",165306,FALSE,0.317,0.293,10,-9.849,1,0.0328,0.929,5.29e-06,0.132,0.183,137.06,4
49312,"P.O.D.","Alive","['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",205026,FALSE,0.421,0.95,10,-3.985,1,0.0768,1.21e-05,0.000214,0.314,0.553,80.912,4
43909,"Eric Carmen","All By Myself","['adult standards', 'album rock', 'bubblegum pop', 'country rock', 'disco', 'mellow gold', 'new wave pop', 'soft rock', 'yacht rock']",430000,FALSE,0.376,0.373,7,-9.184,0,0.0305,0.827,0.832,0.15,0.111,116.074,4
49314,"Allure Featuring 112","All Cried Out","[]",275773,FALSE,0.613,0.464,1,-8.918,1,0.0241,0.176,0,0.103,0.176,139.802,4
27959,"Dusty Springfield","All Cried Out","['adult standards', 'brill building pop', 'british invasion', 'bubblegum pop', 'classic uk pop', 'folk', 'folk rock', 'lounge', 'mellow gold', 'motown', 'rock', 'soul', 'vocal jazz']",181866,FALSE,0.476,0.711,0,-7.123,1,0.0271,0.551,1.42e-05,0.317,0.628,98.868,4
24438,"The Kinks","All Day And All Of The Night","['album rock', 'art rock', 'british invasion', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'mellow gold', 'protopunk', 'psychedelic rock', 'rock', 'roots rock']",141506,FALSE,0.551,0.86,7,-7.839,1,0.0796,0.262,4.57e-06,0.0558,0.723,136.921,4
34638,"Monica","All Eyez On Me","['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop rap', 'quiet storm', 'r&b', 'urban contemporary']",238773,FALSE,0.758,0.739,7,-4.429,1,0.0405,0.0281,0.000146,0.0439,0.848,108.995,4
24946,"Pat Benatar","All Fired Up","['album rock', 'classic rock', 'dance rock', 'heartland rock', 'mellow gold', 'new wave pop', 'rock', 'soft rock']",272200,FALSE,0.666,0.883,0,-9.601,1,0.0484,0.0826,0.000563,0.114,0.521,148.06,4
53962,"Somethin' For The People","All I Do","['new jack swing', 'r&b']",304360,FALSE,0.913,0.289,1,-5.824,1,0.119,0.0756,0.000155,0.112,0.714,135.959,4
39542,"Rod Wave","All I Got","['florida rap']",193454,TRUE,0.516,0.509,1,-9.611,1,0.443,0.415,0,0.708,0.682,75.927,1
59521,"Charley Pride","All I Have To Offer You (Is Me)","['classic country pop', 'country', 'country rock', 'nashville sound']",180933,FALSE,0.473,0.355,5,-11.759,1,0.0283,0.0963,0,0.213,0.719,102.01,4
49472,"The Moments","All I Have","['classic soul', 'disco', 'funk', 'motown', 'quiet storm', 'soul', 'southern soul']",231133,FALSE,0.461,0.35,6,-11.628,1,0.0333,0.359,0,0.0821,0.436,112.142,4
52390,"Jack Wagner","All I Need","[]",209493,FALSE,0.475,0.375,9,-12.023,1,0.0282,0.468,0,0.162,0.166,140.277,4
33505,"Dan Hill","All I See Is Your Face","['adult standards', 'mellow gold', 'soft rock']",212120,FALSE,0.408,0.32,4,-11.813,1,0.0432,0.632,0,0.1,0.297,119.07,4
48621,"Howard Jones","All I Want","['dance rock', 'mellow gold', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'synthpop']",275733,FALSE,0.611,0.868,3,-7.982,1,0.0294,0.0397,0.00523,0.28,0.424,113.167,4
25698,"Barbra Streisand","All In Love Is Fair","['adult standards', 'hollywood', 'mellow gold', 'soft rock']",229506,FALSE,0.263,0.266,2,-12.228,1,0.0357,0.887,0.000663,0.0933,0.0712,84.469,4
41285,"Lil Baby","All In","['atl hip hop', 'atl trap', 'rap', 'trap']",156032,TRUE,0.836,0.649,11,-6.442,1,0.332,0.0716,0,0.0943,0.294,95.084,4
51189,"Electric Boys","All Lips N' Hips","['funk metal', 'funk rock', 'glam metal', 'hard rock', 'modern hard rock', 'sleaze rock', 'swedish hard rock']",264826,FALSE,0.561,0.927,7,-9.808,1,0.0586,0.0886,0.0133,0.343,0.11,93.209,4
